,index,#,Country,#.1,Artist,Song,Language,Pl.,Sc.,Eurovision_Number,Year,Host_Country,Host_City,Lyrics,Lyrics translation,Gender
10,782,783,Hungary,4,Charlie,A holnap már nem lesz szomorú,Hungarian,23,4,43,1998,United Kingdom,Birmingham,"Nézd, előkerült egy másik kép
Amiről azt hittem, elveszett rég
Egy teraszon ülsz
Megy le a nap, és készül az eső
A háttérben a tenger és a zsúfolt kikötő

As utcákon éjjel mindig zene szólt
Majd nézzük meg egyszer, így van-e még?
Hogy mit mond a doktor, ne hallgasd, butaság!
Meggyógyulsz, tudom
Vigyázok rád

És táncolsz, ahogy régen
És nézik, ki ez a lány?
Olyan szép, hogy biztosan álmodunk már!
S ha a vándor az égben
Mégse túl szigorú
A holnap már nem lesz szomorú

Nincs semmi baj, éveken át
Annyi minden féle volt már a világ
Okosabb vagy, úgy hiszem, minthogy többé ne remélj
Meggyógyulsz, tudom
Soha ne félj

És táncolsz, ahogy régen
És nézik, ki ez a lány?
Olyan szép, hogy biztosan álmodunk már!
S ha a vándor az égben
Mégse túl szigorú
A holnap már nem lesz szomorú
A holnap már nem lesz szomorú
A holnap már nem lesz szomorú","Sadness will be over tomorrow
Look, another picture has been found
I had thought it had been lost for long
You're sitting on a terrace
The sun is going down, and it's about to rain
In the background there are the sea and the bustling harbour
There was always music in the streets at night
Let's go some day and see if it's still the same
Ignore what the doctor says, it's rubbish
I know you'll get better again
I'm taking care of you
And you'll dance like in the past
And people will stare and ask who this girl may be
She's so beautiful, we must have fallen asleep and be dreaming
And if the heavenly pilgrim
Is not so hard after all
Sadness will be over tomorrow
It's all right, dear, throughout the years
The world has shown us so many of its different faces
You've always been so brave, braver than giving up hope
I know you'll get better again
Don't be afraid
And you'll dance like in the past
And people will stare and ask who this girl may be
She's so beautiful, we must have fallen asleep and be dreaming
And if the heavenly pilgrim
Is not so hard after all
Sadness will be over tomorrow
Sadness will be over tomorrow
Sadness will be over tomorrow",male
11,783,784,Slovenia,5,Vili Resnik,Naj bogovi slišijo,Slovene,18,17,43,1998,United Kingdom,Birmingham,"Vse, kar mi ostalo je
Par spominov, upanje
Njena slika pred očmi
Nikoli ne zbledi, le žari
Tisoč let jo čakal bom (Čakal te bom)
Na kolenih prosil bom (Prosil te bom)
Naj usmili se nekdo
Zakričal bom v nebo ljubim jo

Naj bogovi slišijo
Da mi je hudo
Rešite me
Ne, ne morem brez nje
Umira mi srce

Naj usmili se nekdo
Zakričal bom v nebo ljubim jo

Naj bogovi slišijo
Da mi je hudo
Rešite me
Ne, ne morem brez nje

Oh... (Naj bogovi slišijo)
Nana naj naj naj naj naj...
(Da mi je hudo) Da mi je hudo

Rešite me
Ne, ne morem brez nje
Umira mi srce

Umira mi srce","All there is left for me
Are a few memories and hope
Her picture in front of my eyes
Never fades, it just shines I’ll wait for her for a thousand years (I’ll wait for you)
I’ll be begging on my knees (I’ll be begging you)
Let someone have mercy
I’ll scream to the sky I love her Let the gods hear
That I’m in pain
Save me
No, I can’t be without her
My heart is dying Let someone have mercy
I’ll scream to the sky I love her Let the gods hear
That I’m in pain
Save me
No, I can’t be without her Oh… (Let the gods hear)
Nana naj naj naj naj naj…
(That I’m in pain) That I’m in pain Save me
No, I can’t be without her
My heart is dying My heart is dying",male
12,784,785,Ireland,33,Dawn Martin,Is Always Over Now?,English,9,64,43,1998,United Kingdom,Birmingham,"You were the one – my love, my friend
You were my every dream come true
Always, you said, was me and you
So how can you say it’s over now?
How can you wave it all goodbye?
Always, you said, this love would be
Always, you said, was you and me
Is always over now?
Does it never last that long?
Were the feelings that I had
Ever right, or was it wrong?
To think that love should last
Was mistaken on my part
But you promised me the earth (You promised me)
And you only broke my heart
You touched my soul, you touched my life
You always would, you said
But now, you are taking always away
Is always over now?
Does it never last that long?
Were the feelings that I had
Ever right, or was it wrong?
To think that love should last
Was mistaken on my part
But you promised me the earth (You promised me)
And you only broke my heart
Is always over now?
Does it never last that long?
Were the feelings that I had
Ever right, or was it wrong?
To think that love should last
Was mistaken on my part
But you promised me the earth (You promised me)
And you only broke my heart (You promised me)",English,female
13,785,786,Portugal,34,Alma Lusa,Se eu te pudesse abraçar,Portuguese,12,36,43,1998,United Kingdom,Birmingham,"Todas as terras do mundo
Têm alma de Portugal
Onde quer que estejas, onde quer que vás
A saudade já lá está

Se eu te pudesse abraçar
E depois falar contigo
Tinha tanta coisa para te contar
Meu irmão e meu amigo

Caminhar, caminhar
Faz-se caminho ao andar
Terra mãe e pátria lar
Que a distância faz chorar

Navegar, navegar
Sobre a terra e sobre o mar
É preciso acreditar
Se eu te pudesse abraçar

Em todas as partes do mundo
Há gente de Portugal
Com saudades de alguém que deixou alguém
Do outro lado do mar

Se eu te pudesse abraçar
E depois falar contigo
Tinha tanta coisa para te contar
Meu irmão e meu amigo

Caminhar, caminhar
Faz-se caminho ao andar
Terra mãe e pátria lar
Que a distância faz chorar

Navegar, navegar
Sobre a terra e sobre o mar
É preciso acreditar
Se eu te pudesse abraçar

Caminhar, caminhar
Faz-se caminho ao andar
Terra mãe e pátria lar
Que a distância faz chorar

Navegar, navegar
Sobre a terra e sobre o mar
É preciso acreditar
Se eu te pudesse abraçar","All the lands of the world
Have the soul of Portugal
Wherever you are, wherever you go
The longing is already there If I could embrace you
And talk to you after
I'd have so much to tell you
My brother and my friend Wandering, wandering
We cover the distance by walking
Motherland and fatherland
That distance makes you cry Sailing, sailing
Over land and over sea
You need to believe
If I could embrace you In every part of the world
There is a Portuguese
Longing for someone who left someone
On the other side of the sea If I could embrace you
And talk to you after
I'd have so much to tell you
My brother and my friend Wandering, wandering
We cover the distance by walking
Motherland and fatherland
That distance makes you cry Sailing, sailing
Over land and over sea
You need to believe
If I could embrace you Wandering, wandering
We cover the distance by walking
Motherland and fatherland
That distance makes you cry Sailing, sailing
Over land and over sea
You need to believe
If I could embrace you",group
14,786,787,Romania,2,Mălina Olinescu,Eu cred,Romanian,22,6,43,1998,United Kingdom,Birmingham,"Eu, eu te mai aştept
Cred că nu e drept
Să-mi rămână numai amintirea că ai fost
Eu simt că tu mereu
Eşti în jurul meu
Gând şi spirit ce mă ocroteşti
Îmi dai curaj

Eu cred că m-asculţi
Eu cred că nu uiţi
Din cer să îmi dai
Un semn că mai stai
Dac-aş putea s-ating lumea ta
Te-aş cere-napoi
Eu cred în noi

Eu poate că greşesc
Nu ştiu să privesc
Către stele, şi-acolo să te regăsesc
Tu vii numai în vis
Aşa cum mi-ai promis
Noi rămânem tot prieteni buni
Prieteni buni

Eu cred că m-asculţi
Eu cred că nu uiţi
Din cer să îmi dai
Un semn că mai stai
Dac-aş putea s-ating lumea ta
Te-aş cere-napoi
Eu cred în noi

Uneori te simt cum mă priveşti
Vreau să ştii
Numai liniştea mi-o dăruieşti

Eu cred că m-asculţi
Eu cred că nu uiţi
Din cer să îmi dai
Un semn că mai stai
Eu, dac-aş putea s-ating lumea ta
Te-aş cere-napoi
Te-aş cere-napoi
Eu cred în noi
Ooh...","I, I'm still waiting for you
I think it's unfair
that only the memory of when you were here remains.
I feel
that you're always around,
The thought and the feeling that you protect me,
that you encourage me. (chorus)
I believe you are listening to me,
I believe you don't forget,
to give me a sign from heaven,
to say that you're staying a little more.
If I could
reach your world,
I would call you back,
I believe in us. Maybe I am wrong,
I can't look up
to the stars,
And find you there
You only come in my dream,
like this, because you promised me.
We always remain good friends,
Good friends. (chorus) Sometimes I feel
How you are watching me,
I want you to know:
That you only bring me serenity. (chorus)",female
15,787,788,United Kingdom,41,Imaani,Where Are You?,English,2,166,43,1998,United Kingdom,Birmingham,"I see a picture in a frame
I see a face without a name
Riding alone on an empty train
Where are you

I live in a house of broken hearts
Leaves are falling in the park
Every day is a question mark
Where are you

I would drive through the rain (to find you)
Walk a desert plain (behind you)
You could unlock these chains (I'm tied to)
Where are you now

Through the storm I call your name (to guide you)
Love could be the flame (beside you)
If you unlock these chains (I'm tied to)
Where are you now

Lying in my room at night
Silhouettes are dressed in white
Waiting for the morning light
Where are you

Each day you live and learn
As the wheels of heaven turn
For you my candle burns
Where are you

I would drive through the rain (to find you)
Walk a desert plain (behind you)
You could unlock these chains (I'm tied to)
Where are you now

Through the storm I call your name (to guide you)
Love could be the flame (beside you)
If you unlock these chains (I'm tied to)
Where are you now

(So near) so near, (so far) so far
Out there, I can almost touch you
You're here in my mind all the time
Where are you now

(I would drive through the rain) to find you
Walk a desert plain (behind you)
You could unlock these chains (I'm tied to)
Where are you now

Through the storm (through the storm) I call your name (to guide you)
Love could be the flame (beside you)
If you unlock these chains (I'm tied to)
Where are you, where are you now

(I would drive through the rain) drive (to find you)
Walk a desert plain (behind you)
If you'd unlock these chains (I'm tied to)
Where are you now",English,female
16,788,789,Cyprus,17,Michael Hajiyanni,Genesis (Γένεσις),Greek,11,37,43,1998,United Kingdom,Birmingham,"Παράξενη κι' αλλόκοτη η αγάπη
Ελπίδα στων ανέμων το χορό
Πανέμορφη θεά στο σταυροδρόμι
Αρχαίων παντοδύναμων φίλων
Στο στόμα του λαού, μικρή πατρίδα
Φιλεύεις μία λέξη τρομερή
Το ξέρω κάπου μέσα σου αντέχει
Η ασύνορη παγκόσμια αρετή

Γένεσις (Η Γένεσις), αλήθεια του παντός
Ανάσταση φωτός, της άνοιξης χορός η ελευθερία
Γένεσις (Η Γένεσις) στην προαιώνια τη γη
Για την αρχέγονη η κραυγή, της νιότης η γιορτή η ελευθερία
Γένεσις, Γένεσις

Στη δύση του αιώνα, μια απάτη
Υψώνεται, χωρίζει, διαιρεί
Μα κάποια άλλη αλήθεια μας ενώνει
Η πίστη στην ειρήνη, αντοχή

Γένεσις (Η Γένεσις), αλήθεια του παντός
Ανάσταση φωτός, της άνοιξης χορός η ελευθερία
Γένεσις (Η Γένεσις) στην προαιώνια τη γη
Για την αρχέγονη η κραυγή, της νιότης η γιορτή η ελευθερία

Γένεσις (Η Γένεσις) στην προαιώνια τη γη
Για την αρχέγονη η κραυγή, της νιότης η γιορτή η ελευθερία
Γένεσις, Γένεσις","Strange and peculiar love
Hope on the dance of the wind
Beautiful goddess at the crossroads
Of ancient omnipotent races
In the mouths of your people, little homeland
You have placed a formidable word
I know, holding firm somewhere inside you
Is that boundless, global virtue
Genesis (Genesis), universal truth
Resurrection of light, spring’s dance of freedom
Genesis (Genesis) on the prehistoric Earth
The primordial cry, the celebration of youth and freedom
Genesis, Genesis
At the sunset of the century, an illusion
Arises, separates, divides
But another truth unites us
Belief in peace, resistance
Genesis (Genesis), universal truth
Resurrection of light, spring’s dance of freedom
Genesis (Genesis) on the prehistoric Earth
The primordial cry, the celebration of youth and freedom
Genesis (Genesis) on the prehistoric Earth
The primordial cry, the celebration of youth and freedom
Genesis, Genesis
",male
17,789,790,Netherlands,40,Edsilia Rombley,Hemel en aarde,Dutch,4,151,43,1998,United Kingdom,Birmingham,"Nederland was koel en kil en dan vooral het weer
De wind die lag nooit stil, m'n liefdesleven des te meer
Wat ik in jouw ogen las ontstak bij mij het vuur
Ze wordt nogal 's onderschat, de kracht van de natuur

Hemel en aarde bewegen als jij voor me staat
Het is voor mij bewezen dat het lot bestaat
Hemel en aarde gaan open als jij mij aanraakt
Ik wilde nooit geloven, maar er is meer tussen hemel en aarde, mmm ...

Zwarte luchten breken open aan de horizon
Nu zal ik me warmen aan de stralen van de zon
Ik heb de liefde geprobeerd, nooit was het wat 't leek
Maar ik zag de toekomst toen ik in je ogen keek

Hemel en aarde bewegen als jij voor me staat
Het is voor mij bewezen dat het lot bestaat
Hemel en aarde gaan open als jij mij aanraakt
Ik wilde nooit geloven, maar er is meer tussen hemel en aarde

(Hemel en aarde bewegen) als jij voor me staat
(Het is voor mij bewezen) oh ... dat het lot bestaat
Hemel en aarde gaan open als jij mij aanraakt
Ik wilde nooit geloven, maar er is meer

(Hemel en aarde, hemel en aarde) Oh ... oh ... oh ... oh ...
(Hemel en aarde, hemel en aarde) Oh ... oh ... oh ...
(Hemel en aarde, hemel en aarde) Oh ... oh ... oh ...
(Hemel en aarde, hemel en aarde) Oh ...

(Hemel en aarde bewegen) als jij voor me staat
(Het is voor mij bewezen) oh ... dat het lot bestaat
(Hemel en aarde gaan open als jij mij aanraakt) Hemel en aarde, ah...
Ik wilde nooit geloven, maar er is meer, oh ... tussen hemel en aarde","The Netherlands were cool and chilly, and especially the weather
The wind, it never fell, my love life all the more
What I read in your eyes lightened my fire
It’s quite often underrated, the force of nature Heaven and earth are moving when you’re in front of me
For me it’s proven that fate exists
Heaven and earth are opening when you touch me
I never wanted to believe, but there’s more
Between heaven and earth Black skies are breaking open on the horizon
Now I’ll warm myself by the rays of the sun (Rays of the sun)
I’ve tried love, it was never what it seemed
But I saw the future when I looked into your eyes Heaven and earth are moving when you’re in front of me
For me it’s proven that fate exists
Heaven and earth are opening when you touch me
I never wanted to believe, but there’s more (Heaven and earth are moving) When you’re in front of me
(For me it’s proven) Oh, that fate exists
Heaven and earth are opening when you touch me
I never wanted to believe, but there’s more (Heaven and earth) Oh hayah… huah…
(Heaven and earth) Ahaha, ahaha, ahahahahuah..
(Heaven and earth) Ah ah ah, ah… huah ah…
(Heaven and earth) Ah… (Heaven and earth are moving) When you’re in front of me
(Het is voor mij bewezen) Oh, that fate exists
(Heaven and earth are opening) Heaven and earth
(When you touch me) Hey… I never wanted to believe, but there’s more, oho…
Between heaven and earth",female
18,790,791,Sweden,38,Jill Johnson,Kärleken är,Swedish,10,53,43,1998,United Kingdom,Birmingham,"Här, i den stilla gryningen
Kan jag känna, allting andas, igen
Dom tunga molnen
Drev iväg med vindarna
Inga tårar, ifrån himlen
Blir till regn
Vi, hör orden i en sång, som
Finns kvar här i våra hjärtan
Nu, i lugnet efter storm

En ängel flög förbi
Mot himmelen så fri
Men hon lämnade sitt leende
På vår jord
Som en sol som värmer oss
Som ett himmelskt stjärnebloss
Så vi kan betrakta livets skeende
Med en tro
Kärleken är

Och när natten sänker sig
Är vi trygga i varandras andetag
En vind, som smyger sig hit in
Bär en doft utav vilda rosor

En ängel flög förbi
Mot himmelen så fri
Men hon lämnade sitt leende
På vår jord
Som en sol som värmer oss
Som ett himmelskt stjärnebloss
Så vi kan betrakta livets skeende
Med en tro
Kärleken är

Oohh... Aahhh... Ohh

En ängel flög förbi
Mot himmelen så fri
Men hon lämnade sitt leende
På vår jord
Som en sol som värmer oss
Som ett himmelskt stjärnebloss
Så vi kan betrakta livets skeende
Med en tro
Att kärleken är","Here, in the quiet dawn,
I know that everything breathes again.
The heavy clouds,
Ran away with the wind.
No tears from the sky,
Will become rain.
We hear the words from a song, which
Will stay here in our hearts,
Now, in the calm after the storm. An angel passed,
In heaven, so free.
But she left her smile,
On our earth.
Like a sun that keeps us warm,
Like a celestial starlight,
So that we can consider what happens in life,
With faith,
Love is. And when night falls,
We are safe in each other's breath.
A wind that sneaks in here,
Wearing a fragrance made from wild roses. An angel passed,
In heaven, so free.
But she left her smile,
On our earth.
Like a sun that keeps us warm,
Like a celestial starlight,
So that we can consider what happens in life,
With faith,
Love is. Oohh... Aahhh... Ohh An angel passed,
In heaven, so free.
But she left her smile,
On our earth.
Like a sun that keeps us warm,
Like a celestial starlight,
So that we can consider what happens in life,
With faith,
Love is.",female
19,791,792,Belgium,41,Mélanie Cohl,Dis oui,French,6,122,43,1998,United Kingdom,Birmingham,"Viens
Si tu es fatigué du vide de tes amours
Si tu ne crois plus aux ""jamais"" ni aux ""toujours""
Si tu veux t'arrêter juste pour souffler un peu
Si tu crois qu'on peut être heureux

Viens
Si tu n'en peux plus d'être là à concourir
Moi je veux me chauffer au bois de ton sourire
On va remplir l'espace de nos éclats de rire
Un jour il faut pouvoir partir

Dis oui
Tu sais, c'est beau la Terre
Dis oui
Quand on est solidaire
Et puis
Le monde est à refaire
Dis oui
Viens pour la vie
Viens pour une heure

Tiens
Quelque chose a changé dans le ciel ce matin
On dirait que l'air est plus pur, et c'est bien
Tu sais, les clés de l'avenir sont dans nos mains
Alors c'est quand que tu me rejoins ?

Dis oui
Au moins nous serons ensemble
Dis oui
On est plus fort ensemble
Et puis
Et puis on se ressemble
Dis oui
Moi je veux t'apprendre par cœur

T'en as marre de ces bombes
Qui éclatent tout autour de nous
Tu rêves d'un autre monde
Où l'argent ne règlera pas tout
Alors n'écoute plus ceux
Qui te répètent qu'on a tort
Tu sais, il suffit d'être deux
Pour croire qu'on est déjà plus fort

Viens
Si tu es fatigué du vide de tes amours
Si tu ne crois plus aux jamais ni aux toujours
Si tu veux t'arrêter juste pour souffler un peu
Si tu crois qu'on peut être heureux

Dis oui
Tu sais, c'est beau la Zerre
Dis oui
Quand on est solidaire
Et puis
Le monde est à refaire
Dis oui
Viens pour la vie
Viens pour une heure
Dis oui

Dis oui","Come
If you are tired of the emptiness of your love
If you no longer believe in never
or in always
If you want to stop, just to whisper a little
If you believe that we can be happy
Come
If you can no longer be there to compete
I want to bask in the wood
of your smile
We will fill the space with our bursts of laughter
One day we'll need to be able to leave Say yes
You know the earth is beautiful
Say yes
When you're all alone
And then
The world does it again
Say yes
Come for your whole life, come for an hour
Hold on
Something changed in the morning sky
One would say that the air is more pure
And it's good
You know the key to the future is in our hands
When will you join me?
Say yes
At least we'll go together
Say yes
We are stronger together
And then we're alike
Say yes
I want to learn you by heart You've had enough of these bombs
that explode all around us
You dream of another world
Where money won't settle everything
So don't listen anymore to the ones
that keep telling you we're wrong
You know it's enough just to be ourselves
To believe that we are stronger Come
If you're tired with the emptiness of your love
If you no longer believe in never
or in always
If you want to stop, just to whisper a little
If you believe we can be happy
Say yes
You know the earth is beautiful
Say yes
When you're all alone
And then
The world does it again
Come for your whole life, come for an hour
Say yes
Say yes...",female
20,792,793,Finland,35,Edea,Aava,Finnish,15,22,43,1998,United Kingdom,Birmingham,"Aava maa, avaa maa avara
Aava maa, avaa maa avara
Kauneus, suuruus
Kauneus, suuruus, Isa
Aava maa, avaa maa avara
Aava maa, avaa maa avara
(Aava)
Aava maa, avaa maa avara
Aava maa, avaa maa avara
Kauneus, suuruus
Kauneus, suuruus, Isa
Aava maa, avaa maa avara
Aava maa, avaa maa avara
Aava maa, avaa maa avara
Aava maa, (avaa maa avara)
(Aava)
Aava maa","Open landscape
Open landscape, open landscape wide
Open landscape, open landscape wide
Beauty, greatness
Beauty, greatness, Isa
Open landscape, open landscape wide
Open landscape, open landscape wide
(Open)
Open landscape, open landscape wide
Open landscape, open landscape wide
Beauty, greatness
Beauty, greatness, Isa
Open landscape, open landscape wide
Open landscape, open landscape wide
Open landscape, open landscape wide
Open landscape (Open landscape wide)
(Open)
Open landscape",group
21,793,794,Norway,38,Lars A. Fredriksen,Alltid sommer,Norwegian,8,79,43,1998,United Kingdom,Birmingham,"Dine øyne leser jeg som en åpen bok
Ved å leve sammen leser vi ord på ord (Det å være nær)
Det handler om mer enn hva vi to kan se (For vi har mer)
Det vi har, er så mye mer
""Alltid evig sommer"", sa du
Og du kom, og du så, og du vant mitt liv
""Alltid evig sommer"", sa du
Hva de andre gjør nå betyr ingenting
""Evig varme dager"", sa du

Og rakte hendene ut og sa: ""Det føles ganske bra""
Oh... (""Alltid sommer"", sa du)

Bare jeg kunne si med ord hva du er for meg
Vi lever, leker sammen, mens vi går samme vei (Det å elske deg)
År for år, og dag for dag (Sammen med deg)
En glede som vokser med hvert hjerteslag

""Alltid evig sommer"", sa du
Og du kom, og du så, og du vant mitt liv
""Alltid evig sommer"", sa du
Hva de andre gjør nå betyr ingenting
""Evig varme dager"", sa du

Og rakte hendene ut og sa: ""Det føles ganske bra""
Oh... ""alltid sommer"", sa du

Min ensomhet forsvant og kjærligheten vant
Så kom og la oss leve, du sa: ""Alltid evig sommer'""

(""Alltid evig sommer"", sa du)
Og du kom, og du så, og du vant mitt liv
""Alltid evig sommer"", sa du (""Alltid evig sommer"")
Hva de andre gjør nå betyr ingenting
""Evig varme dager"", sa du

Og rakte hendene ut og sa: ""Det føles ganske bra""
Oh... ""alltid sommer"", sa du
(Ooh...) ""Alltid sommer"", sa du","I can read in your eyes like in an open book
Living together we're reading word by word
(To be close to each other)
It's a bigger story than the two of us can see1
(Because we've got more)
What we've got is so much more ""Summer forever and for always"" – that's what you said
And you came, and you saw, and you conquered my life
""Summer forever and for always"" – that's what you said
Whatever the others are doing doesn't matter at all now
""Warm days forever"" – that's what you said
Then you stretched out your hand and said: ""It feels quite good""
Oh... (""Summer forever and for always"" – that's what you said) Only I could say with words what you mean to me
We're living, we're playing together while heading in the same direction2
(To love you)
Year by year and day by day
(Together with you)
There's a happiness that's growing bigger with every heartbeat ""Summer forever and for always"" – that's what you said
And you came, and you saw, and you conquered my life
""Summer forever and for always"" – that's what you said
Whatever the others are doing doesn't matter at all now
""Warm days forever"" – that's what you said
Then you stretched out your hand and said: ""It feels quite good""
Oh... ""summer forever and for always"" – that's what you said My loneliness disappeared
And love triumphed
So come and let's live
You said: ""Summer forever and for always"" (""Summer forever and for always"" – that's what you said)
And you came, and you saw, and you conquered my life
""Summer forever and for always"" – that's what you said (""Summer forever and for always"")
Whatever the others are doing doesn't matter at all now
""Warm days forever"" – that's what you said
Then you stretched out your hand and said: ""It feels quite good""
Oh... ""summer forever and for always"" – that's what you said
(Ooh...) ""Summer forever and for always"" – that's what you said",male
